,tweet_text,label,cleaned_tweet,tokens,stopwords_tokens,stemmed_tokens,lemmatized_tokens
642,"EEUtah woman, 39, dies 4 days after 2nd dose of COVID-19 vaccine; autopsy orderedEE
#Moderna 
https://t.co/qjgUfzoX4u",0,"eeutah woman  dies  days after nd dose of covid vaccine autopsy orderedee
 
","['eeutah', 'woman', 'dies', 'days', 'after', 'nd', 'dose', 'of', 'covid', 'vaccine', 'autopsy', 'orderedee']","['eeutah', 'woman', 'dies', 'days', 'nd', 'dose', 'covid', 'vaccine', 'autopsy', 'orderedee']","['eeutah', 'woman', 'die', 'day', 'nd', 'dose', 'covid', 'vaccin', 'autopsi', 'orderede']","['eeutah', 'woman', 'dy', 'day', 'nd', 'dose', 'covid', 'vaccine', 'autopsy', 'orderedee']"
643,"@EMA_News ? #SputnikV is poison! What #vaccine ?! In USSR and Russia for a hundred years, even hemorrhoids have not learned to heal! not a single medicine has been invented! In #Russia, even syringes cannot be produced! They can't even poison #Navalny! #COVID19vaccine #CHMP #PRAC #putin",0,   is poison what   in ussr and russia for a hundred years even hemorrhoids have not learned to heal not a single medicine has been invented in  even syringes cannot be produced they cant even poison     ,"['is', 'poison', 'what', 'in', 'ussr', 'and', 'russia', 'for', 'a', 'hundred', 'years', 'even', 'hemorrhoids', 'have', 'not', 'learned', 'to', 'heal', 'not', 'a', 'single', 'medicine', 'has', 'been', 'invented', 'in', 'even', 'syringes', 'can', 'not', 'be', 'produced', 'they', 'cant', 'even', 'poison']","['poison', 'ussr', 'russia', 'hundred', 'years', 'even', 'hemorrhoids', 'learned', 'heal', 'single', 'medicine', 'invented', 'even', 'syringes', 'produced', 'cant', 'even', 'poison']","['poison', 'ussr', 'russia', 'hundr', 'year', 'even', 'hemorrhoid', 'learn', 'heal', 'singl', 'medicin', 'invent', 'even', 'syring', 'produc', 'cant', 'even', 'poison']","['poison', 'ussr', 'russia', 'hundred', 'year', 'even', 'hemorrhoid', 'learned', 'heal', 'single', 'medicine', 'invented', 'even', 'syrinx', 'produced', 'cant', 'even', 'poison']"
644,"@CBCToronto Moscow Russia Putin everything is open business as usual. Ontario Canada reporting 1553 cases of #COVID19 404 new cases in Toronto #lockdown Closed business, Church ,no family, No Hope #MentalHealthMatters Canada get out of Syria #SputnikV 91.6% effective https://t.co/DSH0zCyIta",1, moscow russia putin everything is open business as usual ontario canada reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective ,"['moscow', 'russia', 'putin', 'everything', 'is', 'open', 'business', 'as', 'usual', 'ontario', 'canada', 'reporting', 'cases', 'of', 'new', 'cases', 'in', 'toronto', 'closed', 'business', 'church', 'no', 'family', 'no', 'hope', 'canada', 'get', 'out', 'of', 'syria', 'effective']","['moscow', 'russia', 'putin', 'everything', 'open', 'business', 'usual', 'ontario', 'canada', 'reporting', 'cases', 'new', 'cases', 'toronto', 'closed', 'business', 'church', 'family', 'hope', 'canada', 'get', 'syria', 'effective']","['moscow', 'russia', 'putin', 'everyth', 'open', 'busi', 'usual', 'ontario', 'canada', 'report', 'case', 'new', 'case', 'toronto', 'close', 'busi', 'church', 'famili', 'hope', 'canada', 'get', 'syria', 'effect']","['moscow', 'russia', 'putin', 'everything', 'open', 'business', 'usual', 'ontario', 'canada', 'reporting', 'case', 'new', 'case', 'toronto', 'closed', 'business', 'church', 'family', 'hope', 'canada', 'get', 'syria', 'effective']"
645,"Blood-clotting illness PVT 30x more prevalent in #Moderna, #Pfizer Covid-19 recipients than #AstraZeneca EE Oxford researchers. #Frauci owns the #mRNA patent #corruption #greed #BanMRNA  https://t.co/pG8DCARLCc",0,bloodclotting illness pvt x more prevalent in   covid recipients than  ee oxford researchers  owns the  patent     ,"['bloodclotting', 'illness', 'pvt', 'x', 'more', 'prevalent', 'in', 'covid', 'recipients', 'than', 'ee', 'oxford', 'researchers', 'owns', 'the', 'patent']","['bloodclotting', 'illness', 'pvt', 'x', 'prevalent', 'covid', 'recipients', 'ee', 'oxford', 'researchers', 'owns', 'patent']","['bloodclot', 'ill', 'pvt', 'x', 'preval', 'covid', 'recipi', 'ee', 'oxford', 'research', 'own', 'patent']","['bloodclotting', 'illness', 'pvt', 'x', 'prevalent', 'covid', 'recipient', 'ee', 'oxford', 'researcher', 'owns', 'patent']"
646,"Has anyone who got the #modernavaccine had swollen, painful lymph nodes in the armpit of the arm you got the vaccine in? This started 5 days or so after I got the shot. #COVID19Vaccination #Moderna #FauciOuchie",0,has anyone who got the  had swollen painful lymph nodes in the armpit of the arm you got the vaccine in this started  days or so after i got the shot   ,"['has', 'anyone', 'who', 'got', 'the', 'had', 'swollen', 'painful', 'lymph', 'nodes', 'in', 'the', 'armpit', 'of', 'the', 'arm', 'you', 'got', 'the', 'vaccine', 'in', 'this', 'started', 'days', 'or', 'so', 'after', 'i', 'got', 'the', 'shot']","['anyone', 'got', 'swollen', 'painful', 'lymph', 'nodes', 'armpit', 'arm', 'got', 'vaccine', 'started', 'days', 'got', 'shot']","['anyon', 'got', 'swollen', 'pain', 'lymph', 'node', 'armpit', 'arm', 'got', 'vaccin', 'start', 'day', 'got', 'shot']","['anyone', 'got', 'swollen', 'painful', 'lymph', 'node', 'armpit', 'arm', 'got', 'vaccine', 'started', 'day', 'got', 'shot']"
647,"@CTVNews Moscow Russia everything is open business as usual. Ontario Canada is reporting 1571 cases of #COVID19 459 new cases in Toronto #lockdown Closed business, Church ,no family, No Hope #MentalHealthMatters Canada get out of Syria #SputnikV 91.6% effective https://t.co/zVbChC7VTJ",1, moscow russia everything is open business as usual ontario canada is reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective ,"['moscow', 'russia', 'everything', 'is', 'open', 'business', 'as', 'usual', 'ontario', 'canada', 'is', 'reporting', 'cases', 'of', 'new', 'cases', 'in', 'toronto', 'closed', 'business', 'church', 'no', 'family', 'no', 'hope', 'canada', 'get', 'out', 'of', 'syria', 'effective']","['moscow', 'russia', 'everything', 'open', 'business', 'usual', 'ontario', 'canada', 'reporting', 'cases', 'new', 'cases', 'toronto', 'closed', 'business', 'church', 'family', 'hope', 'canada', 'get', 'syria', 'effective']","['moscow', 'russia', 'everyth', 'open', 'busi', 'usual', 'ontario', 'canada', 'report', 'case', 'new', 'case', 'toronto', 'close', 'busi', 'church', 'famili', 'hope', 'canada', 'get', 'syria', 'effect']","['moscow', 'russia', 'everything', 'open', 'business', 'usual', 'ontario', 'canada', 'reporting', 'case', 'new', 'case', 'toronto', 'closed', 'business', 'church', 'family', 'hope', 'canada', 'get', 'syria', 'effective']"
648,"Currently running a 101F fever (chills, body aches, lethargic) 24 hours post 2nd dose of the @moderna_tx #Moderna #COVID19 #vaccine #vaccination https://t.co/LZfqT6BtSm",0,currently running a f fever chills body aches lethargic  hours post nd dose of the      ,"['currently', 'running', 'a', 'f', 'fever', 'chills', 'body', 'aches', 'lethargic', 'hours', 'post', 'nd', 'dose', 'of', 'the']","['currently', 'running', 'f', 'fever', 'chills', 'body', 'aches', 'lethargic', 'hours', 'post', 'nd', 'dose']","['current', 'run', 'f', 'fever', 'chill', 'bodi', 'ach', 'letharg', 'hour', 'post', 'nd', 'dose']","['currently', 'running', 'f', 'fever', 'chill', 'body', 'ache', 'lethargic', 'hour', 'post', 'nd', 'dose']"
649,#Merkel vaccinated today with #OxfordAstraZeneca #COVID19de https://t.co/1BTHbCX1H6,1, vaccinated today with   ,"['vaccinated', 'today', 'with']","['vaccinated', 'today']","['vaccin', 'today']","['vaccinated', 'today']"
650,A trial of the #OxfordAstraZeneca #COVID19 #vaccine on #children has stopped giving out jabs while the UK's medicines regulator investigates a possible link with rare #bloodclots in adults. BBC News https://t.co/EmNr8ySIaa,0,a trial of the    on  has stopped giving out jabs while the uks medicines regulator investigates a possible link with rare  in adults bbc news ,"['a', 'trial', 'of', 'the', 'on', 'has', 'stopped', 'giving', 'out', 'jabs', 'while', 'the', 'uks', 'medicines', 'regulator', 'investigates', 'a', 'possible', 'link', 'with', 'rare', 'in', 'adults', 'bbc', 'news']","['trial', 'stopped', 'giving', 'jabs', 'uks', 'medicines', 'regulator', 'investigates', 'possible', 'link', 'rare', 'adults', 'bbc', 'news']","['trial', 'stop', 'give', 'jab', 'uk', 'medicin', 'regul', 'investig', 'possibl', 'link', 'rare', 'adult', 'bbc', 'news']","['trial', 'stopped', 'giving', 'jab', 'uk', 'medicine', 'regulator', 'investigates', 'possible', 'link', 'rare', 'adult', 'bbc', 'news']"
651,"@BDUTT -promotes foreign vacs w/o comp trails but does not mention indg #Covaxin
-so much flak when #Covaxin was approved for emrg use, but now wants imports unfrozen for emrg use

Note:
??retains 50% #Coveshield despite eligibility of 35%

Hv u asked ur favorite ppl to get vaccinated?",0," promotes foreign vacs wo comp trails but does not mention indg 
so much flak when  was approved for emrg use but now wants imports unfrozen for emrg use

note
retains   despite eligibility of 

hv u asked ur favorite ppl to get vaccinated","['promotes', 'foreign', 'vacs', 'wo', 'comp', 'trails', 'but', 'does', 'not', 'mention', 'indg', 'so', 'much', 'flak', 'when', 'was', 'approved', 'for', 'emrg', 'use', 'but', 'now', 'wants', 'imports', 'unfrozen', 'for', 'emrg', 'use', 'note', 'retains', 'despite', 'eligibility', 'of', 'hv', 'u', 'asked', 'ur', 'favorite', 'ppl', 'to', 'get', 'vaccinated']","['promotes', 'foreign', 'vacs', 'wo', 'comp', 'trails', 'mention', 'indg', 'much', 'flak', 'approved', 'emrg', 'use', 'wants', 'imports', 'unfrozen', 'emrg', 'use', 'note', 'retains', 'despite', 'eligibility', 'hv', 'u', 'asked', 'ur', 'favorite', 'ppl', 'get', 'vaccinated']","['promot', 'foreign', 'vac', 'wo', 'comp', 'trail', 'mention', 'indg', 'much', 'flak', 'approv', 'emrg', 'use', 'want', 'import', 'unfrozen', 'emrg', 'use', 'note', 'retain', 'despit', 'elig', 'hv', 'u', 'ask', 'ur', 'favorit', 'ppl', 'get', 'vaccin']","['promotes', 'foreign', 'vac', 'wo', 'comp', 'trail', 'mention', 'indg', 'much', 'flak', 'approved', 'emrg', 'use', 'want', 'import', 'unfrozen', 'emrg', 'use', 'note', 'retains', 'despite', 'eligibility', 'hv', 'u', 'asked', 'ur', 'favorite', 'ppl', 'get', 'vaccinated']"
652,"Today is day #9 since my first Covid vaccine and I have developed ""Covid Arm""....has this happened to anyone else? #moderna #covid",0,today is day  since my first covid vaccine and i have developed covid armhas this happened to anyone else  ,"['today', 'is', 'day', 'since', 'my', 'first', 'covid', 'vaccine', 'and', 'i', 'have', 'developed', 'covid', 'armhas', 'this', 'happened', 'to', 'anyone', 'else']","['today', 'day', 'since', 'first', 'covid', 'vaccine', 'developed', 'covid', 'armhas', 'happened', 'anyone', 'else']","['today', 'day', 'sinc', 'first', 'covid', 'vaccin', 'develop', 'covid', 'armha', 'happen', 'anyon', 'els']","['today', 'day', 'since', 'first', 'covid', 'vaccine', 'developed', 'covid', 'armhas', 'happened', 'anyone', 'else']"
653,"Bummer.

#HongKong suspends Pfizer-BioNTech coronavirus vaccine shots over defective packaging issues
https://t.co/HJls8WXL6I

#PfizerBioNTech #vaccine #WednesdayMood https://t.co/5tl7fSdKul",0,"bummer

 suspends pfizerbiontech coronavirus vaccine shots over defective packaging issues


   ","['bummer', 'suspends', 'pfizerbiontech', 'coronavirus', 'vaccine', 'shots', 'over', 'defective', 'packaging', 'issues']","['bummer', 'suspends', 'pfizerbiontech', 'coronavirus', 'vaccine', 'shots', 'defective', 'packaging', 'issues']","['bummer', 'suspend', 'pfizerbiontech', 'coronaviru', 'vaccin', 'shot', 'defect', 'packag', 'issu']","['bummer', 'suspends', 'pfizerbiontech', 'coronavirus', 'vaccine', 'shot', 'defective', 'packaging', 'issue']"
654,"Very fortunate to have received my first dose of #PfizerBioNTech after a day spent vaccinating at the local hub. Would encourage all my colleagues to do the same if eligible, particularly those of #BAME background! #VaccinesSaveLives https://t.co/ahmRSqNBTl",1,very fortunate to have received my first dose of  after a day spent vaccinating at the local hub would encourage all my colleagues to do the same if eligible particularly those of  background  ,"['very', 'fortunate', 'to', 'have', 'received', 'my', 'first', 'dose', 'of', 'after', 'a', 'day', 'spent', 'vaccinating', 'at', 'the', 'local', 'hub', 'would', 'encourage', 'all', 'my', 'colleagues', 'to', 'do', 'the', 'same', 'if', 'eligible', 'particularly', 'those', 'of', 'background']","['fortunate', 'received', 'first', 'dose', 'day', 'spent', 'vaccinating', 'local', 'hub', 'would', 'encourage', 'colleagues', 'eligible', 'particularly', 'background']","['fortun', 'receiv', 'first', 'dose', 'day', 'spent', 'vaccin', 'local', 'hub', 'would', 'encourag', 'colleagu', 'elig', 'particularli', 'background']","['fortunate', 'received', 'first', 'dose', 'day', 'spent', 'vaccinating', 'local', 'hub', 'would', 'encourage', 'colleague', 'eligible', 'particularly', 'background']"
655,"#COVID19 supply terms with #RDIF demand #NDA provisions, a hint at agreements signed in the dark. #SputnikV registration was announced prior to completing clinical trials; now, unreliable deliveries amidst #Russia #PR machine https://t.co/ZyYagLZSWU https://t.co/18TQDeVraq",0, supply terms with  demand  provisions a hint at agreements signed in the dark  registration was announced prior to completing clinical trials now unreliable deliveries amidst   machine  ,"['supply', 'terms', 'with', 'demand', 'provisions', 'a', 'hint', 'at', 'agreements', 'signed', 'in', 'the', 'dark', 'registration', 'was', 'announced', 'prior', 'to', 'completing', 'clinical', 'trials', 'now', 'unreliable', 'deliveries', 'amidst', 'machine']","['supply', 'terms', 'demand', 'provisions', 'hint', 'agreements', 'signed', 'dark', 'registration', 'announced', 'prior', 'completing', 'clinical', 'trials', 'unreliable', 'deliveries', 'amidst', 'machine']","['suppli', 'term', 'demand', 'provis', 'hint', 'agreement', 'sign', 'dark', 'registr', 'announc', 'prior', 'complet', 'clinic', 'trial', 'unreli', 'deliveri', 'amidst', 'machin']","['supply', 'term', 'demand', 'provision', 'hint', 'agreement', 'signed', 'dark', 'registration', 'announced', 'prior', 'completing', 'clinical', 'trial', 'unreliable', 'delivery', 'amidst', 'machine']"
656,"Today, I got an appointment for Friday to get my first #Moderna #CovidVaccine shot.
I'm psyched!",1,"today i got an appointment for friday to get my first   shot
im psyched","['today', 'i', 'got', 'an', 'appointment', 'for', 'friday', 'to', 'get', 'my', 'first', 'shot', 'im', 'psyched']","['today', 'got', 'appointment', 'friday', 'get', 'first', 'shot', 'im', 'psyched']","['today', 'got', 'appoint', 'friday', 'get', 'first', 'shot', 'im', 'psych']","['today', 'got', 'appointment', 'friday', 'get', 'first', 'shot', 'im', 'psyched']"
657,"@CTVNews While Canada is forced to stay at home home #lockdown no family, no business, no school, drug abuse, violence, unemployment, no hope, no life, our government denies us the safe and available Russia Sputnik V #vaccine #COVID19 #mentalhealth #Jesus #SputnikV https://t.co/8f386NOUSr",0, while canada is forced to stay at home home  no family no business no school drug abuse violence unemployment no hope no life our government denies us the safe and available russia sputnik v      ,"['while', 'canada', 'is', 'forced', 'to', 'stay', 'at', 'home', 'home', 'no', 'family', 'no', 'business', 'no', 'school', 'drug', 'abuse', 'violence', 'unemployment', 'no', 'hope', 'no', 'life', 'our', 'government', 'denies', 'us', 'the', 'safe', 'and', 'available', 'russia', 'sputnik', 'v']","['canada', 'forced', 'stay', 'home', 'home', 'family', 'business', 'school', 'drug', 'abuse', 'violence', 'unemployment', 'hope', 'life', 'government', 'denies', 'us', 'safe', 'available', 'russia', 'sputnik', 'v']","['canada', 'forc', 'stay', 'home', 'home', 'famili', 'busi', 'school', 'drug', 'abus', 'violenc', 'unemploy', 'hope', 'life', 'govern', 'deni', 'us', 'safe', 'avail', 'russia', 'sputnik', 'v']","['canada', 'forced', 'stay', 'home', 'home', 'family', 'business', 'school', 'drug', 'abuse', 'violence', 'unemployment', 'hope', 'life', 'government', 'denies', 'u', 'safe', 'available', 'russia', 'sputnik', 'v']"
658,I got my first shot today! #Moderna #COVID19Vaccine #CovidVaccine,1,i got my first shot today   ,"['i', 'got', 'my', 'first', 'shot', 'today']","['got', 'first', 'shot', 'today']","['got', 'first', 'shot', 'today']","['got', 'first', 'shot', 'today']"
